Gene,P01_A02,P01_A03,P01_A04,P01_A05,P01_A06,P01_A07,P01_A08,P01_A09,P01_A10,P01_A11,P01_A12,P01_B02,P01_B03,P01_B04,P01_B05,P01_B06,P01_B07,P01_B08,P01_B09,P01_B10
Ddc,330.4353758,325.9523619,379.1388233,279.6429266,349.2746784,367.1017824,471.2301961,443.6689669,378.7044886,426.282827,416.0298399,383.3919028,312.2191404,326.1175124,280.0443233,398.1432351,450.0908412,433.7451571,423.3260231,361.1328632
Ddo,13.12988248,15.33893468,15.95386138,6.904763619,8.683624602,16.5282793,13.03798962,22.82247772,15.31838381,20.09119881,11.71915042,14.01432543,11.19510862,11.07189085,10.10469208,28.74070062,20.86513833,21.54039155,14.56396868,16.26724609
Decr1,1564.644329,1257.792643,870.8931386,1017.30184,1123.082115,1195.255566,1274.929127,861.7767587,1013.566395,848.1980021,888.4580911,1147.172639,1454.12022,1756.404503,1411.769836,2021.99282,2203.756039,2196.140829,2179.740646,3567.407067
Decr2,1043.825657,944.6227271,681.323727,948.2542037,926.2532908,787.2680404,918.2469829,766.8352514,689.3272713,579.1506441,703.1490251,851.8707813,916.7550059,1030.692385,946.9540004,290.7882651,928.9954448,1059.395621,1015.594083,1154.16111
Degs1,1160.900443,1050.717025,822.0930921,990.8335794,890.5539453,874.2589841,867.0263094,785.0932336,862.0845998,818.497969,892.8527725,956.978222,862.0233637,1071.960342,893.5434852,1018.604243,982.6486576,890.9889231,926.2684083,662.0769158
Degs2,0,0,0,0,1.929694356,0,0,0,0,0,0,0,0,0,1.44352744,0,0,0.979108707,0.970931246,0
Dera,6.564941241,6.391222782,6.569237037,3.45238181,2.894541534,5.219456621,8.381564753,9.128991088,7.659191904,14.85001651,5.859575209,6.006139469,7.463405747,11.07189085,4.330582319,9.298461966,6.955046111,6.853760947,11.65117495,5.693536131
Dgat1,299.7989834,299.1092262,275.9079556,281.9445144,279.8056816,255.7533744,268.2100721,340.5113676,278.2839725,341.5503798,269.5404596,274.2803691,278.6338145,258.6796317,281.4878507,269.655397,223.5550536,236.944307,304.8724111,178.939707
Dgat2,2107.346138,1801.04658,2072.125054,2093.294171,2036.792393,1883.353931,1731.258764,2222.90933,1837.355036,1968.937484,1997.382699,2146.193837,1882.022149,1609.450316,1303.505278,1625.540215,1030.340402,982.0460329,962.1928644,2121.24889
Dgka,1.094156874,3.834733669,0,0,0,0.869909437,0.931284973,0,0.851021323,0,0,0,3.731702873,0,1.44352744,1.690629448,0.993578016,0,0,0
Dgkb,0,0,0,0,0,0,0,0,0.851021323,0,0,0,0,0,0,1.690629448,0,0,0.970931246,0
Dgkd,120.3572561,141.8851458,142.64629,162.2619451,184.285811,134.8359627,91.26592731,146.0638574,162.5450726,178.2001982,157.4760837,158.1616727,149.2681149,157.019543,132.8045244,164.8363712,143.0752343,166.4484801,168.9420367,126.0711572
Dgke,0,5.112978225,4.692312169,0,0.964847178,0.869909437,1.862569945,1.825798218,1.702042645,1.747060766,0.732446901,2.00204649,1.243900958,1.006535532,1.44352744,0.845314724,1.987156032,2.93732612,1.941862491,1.626724609
Dgkg,0,0,0,1.150793937,0,0,0,0,0,0.873530383,0,0,0,0,0,0.845314724,1.987156032,0.979108707,0,0
Dgkh,2.188313747,7.669467338,1.876924868,0,3.859388712,0,0.931284973,3.651596435,0,3.494121533,1.464893802,0,1.243900958,1.006535532,0,0,1.987156032,0,0.970931246,0
Dgkq,17.50650998,14.06069012,10.32308677,11.50793937,13.50786049,14.78846043,10.2441347,14.60638574,20.42451174,20.09119881,15.38138492,6.006139469,9.951207662,9.058819788,14.4352744,27.8953859,11.92293619,18.60306543,16.50583118,30.90776757
Dgkz,40.48380432,47.29504858,45.98465926,40.27778778,55.96113632,33.92646804,50.28938852,50.20945099,56.16740729,49.79123184,43.21436717,31.03172059,43.53653352,26.16992383,34.64465855,89.60336076,46.69816674,51.89276146,56.31401225,55.3086367
Dguok,5.470784368,7.669467338,8.446161905,4.603175746,9.64847178,6.959275495,9.312849725,10.95478931,7.659191904,7.861773449,7.324469012,5.005116224,8.707306704,4.026142128,1.44352744,0.845314724,4.967890079,3.916434827,4.854656228,1.626724609
Dhcr24,173.9709429,213.4668409,447.646581,387.8175566,377.2552466,308.8178501,215.1268287,465.5785455,378.7044886,539.8417768,478.2878265,431.4410185,407.9995141,440.862563,538.435735,244.2959553,464.9945114,1062.332947,1176.76867,521.3652372
Dhcr7,33.91886308,56.24276048,73.20006984,59.8412847,62.71506657,67.85293608,55.87709835,63.90293762,85.10213226,121.4207233,76.90692462,67.0685574,50.99993927,68.44441618,73.61989942,179.2067215,119.2293619,157.6365018,135.9303744,233.4349814
Dhfr,71.12019678,100.98132,76.95391958,54.08731502,89.73078755,68.72284551,89.40335736,73.94482781,85.95315358,71.62949142,70.31490251,60.06139469,72.14625555,89.58166235,57.74109759,101.4377669,107.3064257,79.30780525,82.52915588,111.4306357
Dhodh,208.9839628,196.8496617,233.677146,208.2937025,194.8991299,177.4615251,180.6692847,201.750703,187.224691,215.7620046,209.4798137,186.1903235,170.4144312,199.2940353,184.7715123,191.0411277,140.0945002,139.0334364,155.3489993,135.0181425
Dhrs3,32.82470621,26.84313568,30.03079788,28.76984841,31.83995687,37.40610579,36.32011393,40.16756079,40.84902349,50.66476222,35.15745126,20.0204649,27.36582107,16.10456851,33.20113111,38.03916259,39.74312063,51.89276146,31.06979986,68.32243357
Dhrs4,2262.716415,2020.904644,1751.170902,1776.825838,1610.32994,1590.194451,1611.123002,1885.13666,1925.010232,1769.772556,1907.291731,1835.876631,2053.680481,2253.633056,2316.861541,1790.376586,2719.423029,3009.780165,3221.549873,2728.830531
Dhrs9,3.282470621,1.278244556,1.876924868,1.150793937,2.894541534,1.739818874,2.793854918,1.825798218,0,4.367651916,2.929787605,0,2.487801916,0,2.887054879,2.535944172,5.961468095,2.93732612,1.941862491,6.506898436
Dio1,350.1301995,412.8729917,233.677146,246.2699024,292.3486949,254.0135556,400.4525382,1121.953005,372.7473393,179.0737286,317.1495082,585.5985982,635.6333894,749.8689714,710.2155003,581.5765302,739.2220438,541.4471148,453.4248917,781.6411746
Dlat,48.14290244,48.57329314,68.50775767,69.04763619,54.03144197,66.1131172,49.35810354,56.59974475,68.08170581,91.72069023,65.1877742,60.06139469,63.43894885,71.46402277,79.39400918,74.38769573,67.56330507,112.5975013,100.9768495,43.10820214
Dld,101.7565892,134.2156784,111.6770296,92.06351492,176.5670336,193.9898044,231.8899582,115.9381868,123.3980918,137.1442702,95.21809715,135.1381381,126.8778977,147.9607232,111.1516129,339.8165191,218.5871635,275.1295466,250.5002614,623.0355252
Dlst,2061.39155,2089.92985,2118.109713,2687.103842,2624.384324,2173.033773,1989.224701,1847.707796,1932.669424,1918.272721,2173.169956,2730.791412,2457.948293,2625.044668,2121.985336,2017.766247,1693.056939,1977.799588,2191.391821,2186.317874
Dmgdh,2582.210222,2884.997964,2562.002445,3272.857955,3564.145475,3264.770117,2861.838721,2139.835511,2111.383901,2201.296566,2348.224765,3168.23857,3067.459762,2741.802789,2283.66041,5881.699851,2487.919352,1760.437455,1671.943605,2806.913313
Dolpp1,3.282470621,7.669467338,7.507699471,6.904763619,4.82423589,7.829184932,6.518994808,5.477394653,1.702042645,7.861773449,3.662234506,4.004092979,4.975603831,5.03267766,4.330582319,0,4.967890079,3.916434827,3.883724982,5.693536131
Dot1l,0,2.556489113,0.938462434,0,0,1.739818874,0.931284973,0,0,0,0,2.00204649,2.487801916,0,0,1.690629448,0.993578016,0.979108707,0,0.813362304
Dpep1,7.659098115,1.278244556,5.630774603,10.35714543,2.894541534,3.479637748,2.793854918,6.390293762,4.255106613,3.494121533,4.394681407,2.00204649,7.463405747,3.019606596,4.330582319,4.226573621,4.967890079,1.958217413,4.854656228,4.066811522
Dpep2,2.188313747,0,0,1.150793937,0,0.869909437,0.931284973,0,0,0,0,0,0,0,0,0.845314724,0.993578016,0,0,0.813362304
Dpm1,5317.602405,4735.896081,3394.418623,4124.445469,3944.295263,3938.080021,3417.815849,3166.847009,3021.976717,2645.923531,3148.789228,3949.036701,4612.384751,5280.285401,3911.959362,1580.738534,3605.694619,3025.445904,3173.003311,2236.746337
Dpm2,159.7469035,166.1717923,108.8616423,119.6825694,118.6762029,142.6651476,119.2044765,105.8962966,119.9940065,102.2030548,111.331929,113.1156267,179.1217379,166.0783628,119.8127775,116.6534319,142.0816563,134.1378928,156.3199305,205.780663
Dpm3,37.2013337,24.28664657,30.96926032,44.88096352,32.80480405,35.66628691,36.32011393,31.0385697,21.27553307,20.09119881,16.84627873,43.04399953,41.04873161,59.38559639,59.18462503,26.20475645,21.85871635,26.43593508,16.50583118,25.21423144
Dpyd,5729.00539,6193.094876,6227.636711,6888.652504,7859.645112,7100.200824,6740.640631,5014.554805,5551.212087,5341.638293,5175.469804,5900.031005,5938.383172,5832.873408,5199.585838,3113.294129,3485.471679,3520.874909,3579.823503,2280.667902
Dpys,340.2827877,346.4042748,389.4619101,327.9762719,370.5013163,285.3302953,325.9497404,419.0206909,406.7881922,422.7887055,432.1436717,325.3325546,332.1215557,339.2024743,402.7441557,202.0302191,259.3238621,361.2911128,393.2271545,143.1517656
Dpysl2,80.96760864,85.64238528,46.92312169,59.8412847,53.06659479,74.81221157,65.18994808,54.77394653,38.29595952,59.40006606,46.87660167,59.06037144,57.21944406,70.45748724,88.05517382,65.93454848,70.54403912,34.26880474,33.9825936,48.80173827
Dpysl3,1.094156874,3.834733669,0.938462434,2.301587873,2.894541534,2.609728311,2.793854918,3.651596435,0,0.873530383,2.197340703,1.001023245,2.487801916,2.013071064,1.44352744,5.071888345,0.993578016,1.958217413,1.941862491,6.506898436
Dtymk,49.23705931,44.73855947,31.90772275,50.63493321,41.48842865,51.32465678,70.77765791,62.99003851,46.80617274,34.06768494,62.9904335,47.04809251,33.58532586,67.43788065,50.52346039,103.1283963,62.595415,66.57939206,76.7035684,68.32243357
Dusp11,50.33121618,26.84313568,25.33848571,65.59525438,36.66419276,32.18664916,27.0072642,13.69348663,13.61634116,17.47060766,32.22766365,33.03376708,13.68291054,26.16992383,10.10469208,0.845314724,4.967890079,2.93732612,3.883724982,0
Dut,12.03572561,12.78244556,4.692312169,2.301587873,9.64847178,5.219456621,10.2441347,7.303192871,11.91429852,7.861773449,12.45159732,1.001023245,4.975603831,12.07842638,12.99174696,15.21566503,9.935780158,8.811978361,10.6802437,8.133623044
Ebp,134.5812954,95.86834173,115.4308794,116.2301876,112.8871198,91.34049087,116.4106216,105.8962966,82.54906829,85.60597755,71.77979631,107.1094872,88.316968,101.6600887,72.17637198,19.44223866,77.49908523,73.43315301,64.08146221,149.658664
Ech1,304.1756108,302.9439599,247.7540825,248.5714903,228.6687812,228.7861819,284.9732016,291.2148157,335.3024011,298.747391,305.4303578,173.1770214,197.7802523,277.8038068,258.3914117,105.6643405,416.3091886,391.6434827,400.0236732,342.4255302
Echdc2,2392.921082,2000.452731,1601.955375,1329.166997,1489.724043,1831.159365,1648.374401,1476.157859,1605.877236,1317.283818,1407.762944,1448.480635,1808.631993,1601.398031,1652.838918,2471.700253,1744.722996,1426.561386,1521.449262,1484.386206
Echs1,198.0423941,198.1279062,193.3232614,179.5238541,191.0397412,204.4287177,236.546383,232.7892727,262.9655887,262.059115,256.3564154,195.1995327,166.6827283,172.117576,207.8679513,238.3787522,251.375238,198.7590675,213.604874,207.4073876
Eci1,1981.518098,1778.038178,1692.047768,1363.690815,1405.782338,1474.496496,1515.20065,1593.008945,1718.21205,1556.631143,1550.59009,1421.453008,1707.876015,1910.40444,2110.437117,2079.474221,2968.811111,3131.189644,3193.392867,2479.128304
Eci2,2806.512381,2323.848603,1782.140162,1576.587693,1632.521425,1897.272482,2000.400121,2135.271016,2136.914541,1617.77827,1793.762461,1832.873561,2309.924079,2293.894477,2725.379806,2588.353685,2994.64414,2960.824729,2850.654137,1662.51255
Ehhadh,2978.29501,2791.686111,2180.048234,2038.056062,2689.029085,2510.558635,2783.610783,1902.481743,2696.886571,2676.497094,2517.419999,2304.35551,2873.411212,4051.305516,4965.734392,4998.345964,8818.998468,12336.7697,12843.47852,12189.04749
Ehmt1,5.470784368,2.556489113,5.630774603,2.301587873,0.964847178,3.479637748,2.793854918,1.825798218,5.106127936,8.735303832,3.662234506,2.00204649,1.243900958,6.039213192,5.774109759,3.381258897,2.980734047,3.916434827,3.883724982,3.253449218
Ehmt2,26.25976497,30.67786935,43.16927196,44.88096352,35.69934558,35.66628691,35.38882896,55.68684564,69.78374845,51.53829261,47.60904858,38.0388833,28.60972203,23.15031724,31.75760367,76.07832517,55.64036888,61.68384852,48.54656228,98.41683884
Elovl1,382.9549057,340.013052,417.6157831,430.3969323,445.7593962,337.5248615,357.6134294,448.2334624,427.212704,443.7534347,482.6825079,473.4839948,466.4628592,490.1828041,599.0638875,317.8383363,491.8211178,595.2980937,701.9832906,363.5729501
Elovl2,448.6043182,373.2474105,382.892673,410.8334353,413.9194393,391.4592466,445.1542169,341.4242667,379.5555099,400.9504459,388.9293045,385.3939493,388.0970988,364.3658626,326.2372014,548.609256,515.6669902,461.1602009,450.512098,623.8488875
Elovl3,15020.58556,11161.63147,20903.31225,14755.47985,14350.17208,14422.22855,11121.40514,15684.51959,13493.79409,17931.83171,17684.93043,11834.0968,11310.79141,14236.43856,17101.46958,3134.426997,13474.90505,15163.45654,16696.1337,9686.331684
Elovl4,0,1.278244556,0.938462434,0,0,0,0,0,0,1.747060766,0,0,0,1.006535532,2.887054879,0.845314724,0,0,0,0
Elovl5,5788.089861,4675.818587,4821.819985,6188.969791,6146.076524,5098.53921,3335.862772,2738.697326,3872.998039,4909.240753,4826.092632,4670.77446,4377.28747,5109.174361,4792.5111,5284.062341,4446.261621,5345.933539,5732.378074,8753.40512
Elovl6,5.470784368,12.78244556,8.446161905,3.45238181,5.789083068,14.78846043,16.76312951,15.51928485,12.76531984,12.22942536,7.324469012,4.004092979,19.90241532,7.045748724,14.4352744,45.6469951,30.80091849,34.26880474,29.12793737,67.50907127
Elovl7,4.376627494,1.278244556,0,0,0.964847178,1.739818874,0.931284973,1.825798218,0,1.747060766,0.732446901,0,1.243900958,0,1.44352744,0.845314724,0.993578016,0,0.970931246,3.253449218
Eno1,1328.306444,1376.669387,1418.016738,1357.936845,1369.118146,1418.822292,1274.929127,1301.794129,1280.787091,1263.124934,1379.929962,1580.615704,1394.412974,1493.69873,1512.816757,1630.612103,1589.724825,1574.4068,1726.315755,1817.051388
Eno1b,111.6040011,135.493923,154.8463016,118.5317755,142.7973823,136.5757816,185.3257095,160.6702432,179.5654991,217.5090654,183.8441722,120.1227894,133.0974025,121.7907994,118.3692501,179.2067215,201.6963372,219.3203503,210.6920803,202.5272138
Eno2,0,1.278244556,0.938462434,0,0,0,0,0,0.851021323,0.873530383,0.732446901,0,1.243900958,0,2.887054879,0,0.993578016,0,0,0.813362304
Eno3,7.659098115,15.33893468,4.692312169,2.301587873,7.718777424,10.43891324,2.793854918,10.0418902,9.361234549,2.62059115,8.056915913,7.007162714,3.731702873,2.013071064,5.774109759,5.071888345,8.942202142,10.77019577,8.738381211,3.253449218
Enoph1,6.564941241,0,2.815387302,1.150793937,0.964847178,0.869909437,0.931284973,0.912899109,0.851021323,0,0.732446901,3.003069734,1.243900958,0,0,0,0.993578016,1.958217413,1.941862491,0
Enpp1,0,3.834733669,4.692312169,0,0.964847178,0.869909437,2.793854918,2.738697326,0,3.494121533,2.197340703,1.001023245,2.487801916,1.006535532,1.44352744,0.845314724,0,0,1.941862491,0
Enpp2,163.0293742,201.9626399,217.7232847,197.9365571,197.7936715,228.7861819,233.7525281,245.5698603,267.2206953,267.3002973,254.8915216,238.2435323,195.2924504,194.2613577,194.8762044,63.39860431,122.2100959,151.7618495,174.7676242,64.25562205
Enpp3,1572.303427,1593.970962,1150.554944,1483.373384,1414.465963,1422.301929,1271.203987,885.5121356,1301.211602,1237.792553,1361.618789,1252.280079,1335.949629,1657.764021,1400.221616,2297.56542,1683.121159,1650.77728,1740.879723,1966.710052
Enpp6,30.63639246,17.89542379,13.13847407,18.41270298,12.54301331,20.87782649,13.03798962,12.78058752,22.12655439,23.58532035,19.77606633,23.02353463,21.14631628,31.20260149,25.98349391,32.12195952,23.84587238,6.853760947,13.59303744,29.28104296
Enpp7,0,0,0,0,0,0,0,0,0.851021323,0,0,0,0,1.006535532,1.44352744,0.845314724,1.987156032,0,0,0
Entpd1,12.03572561,16.61717923,5.630774603,4.603175746,10.61331896,5.219456621,15.83184453,10.0418902,13.61634116,10.4823646,13.18404422,13.01330218,17.41461341,15.09803298,15.87880184,6.762517793,7.948624126,12.72841319,5.825587474,8.946985349
Entpd2,0,0,8.446161905,1.150793937,5.789083068,1.739818874,0,0.912899109,0,0,1.464893802,1.001023245,3.731702873,0,0,2.535944172,1.987156032,0,0,3.253449218
Entpd4,240.7145122,209.6321072,235.5540709,246.2699024,223.8445453,216.6074498,214.1955437,214.5312906,233.1798424,188.6825628,214.606942,235.2404625,213.9509647,218.4182104,264.1655215,314.4570774,214.6128514,217.3621329,230.1107052,314.7712118
Entpd5,2843.713714,3232.680483,3252.710796,3681.389803,3783.165785,3120.36515,3120.735943,3337.559142,3290.899455,3362.218445,3227.161047,3216.287686,3025.167129,3808.730453,4079.408545,648.3563934,4096.522159,5785.553348,5216.813583,3974.901582
Entpd6,2.188313747,2.556489113,1.876924868,1.150793937,2.894541534,2.609728311,3.72513989,6.390293762,1.702042645,1.747060766,0.732446901,4.004092979,2.487801916,4.026142128,1.44352744,0.845314724,1.987156032,5.87465224,1.941862491,3.253449218
Entpd8,26.25976497,17.89542379,7.507699471,17.26190905,20.26179074,22.61764536,26.07597923,19.17088129,14.46736248,27.07944188,21.97340703,18.01841841,17.41461341,10.06535532,15.87880184,41.42042148,18.8779823,11.74930448,19.41862491,17.8939707
Ephx2,7487.315486,6741.46179,5022.650946,6511.192093,7462.128074,7071.493812,7081.490931,4686.824025,4948.688991,5216.723448,6475.563053,6484.62858,5627.407933,7123.25196,5511.387765,12702.54436,7723.081917,7909.240133,8523.805405,16752.82338
Esd,2874.350107,2703.487237,2147.202049,2047.262413,2006.88213,2087.782649,2114.948173,2148.051603,2199.890119,1900.802114,2226.63858,2207.256255,2489.045816,3114.220936,2656.090489,2286.576329,3144.67442,2989.218882,3194.363798,2190.384686
Etfa,1318.459033,1218.167062,1262.231974,1682.460735,1351.750896,1215.263483,1134.305097,1191.333337,1152.282871,1258.757282,1225.383666,1482.515426,1400.632478,1418.208565,1231.328906,712.6003125,1063.128477,893.9262493,920.4428209,302.5707773
Etfb,2107.346138,2077.147404,2100.278927,1973.611601,2130.382569,2223.488521,2164.306276,2389.056968,2114.787987,2020.475776,2304.277951,1938.982025,1942.973296,2320.064401,2081.566568,1953.522328,2512.758802,2290.135265,2273.920977,3129.004785
Etfdh,102.8507461,76.69467338,90.09239365,59.8412847,103.238648,118.3076834,142.4866008,110.4607922,112.3348146,113.5589498,111.331929,90.09209203,90.80476992,67.43788065,72.17637198,262.8928792,168.9082627,178.1977846,153.4071368,280.609995
Etnk1,1.094156874,1.278244556,1.876924868,5.753969683,1.929694356,0,0.931284973,1.825798218,0,0.873530383,2.929787605,2.00204649,4.975603831,0,0,0,0,0,0,0
Etnk2,163.0293742,239.031732,312.5079905,292.3016599,281.735376,277.5011104,326.8810254,423.5851865,398.277979,372.1239432,391.8590921,312.3192524,289.8289232,272.7711292,310.3583995,582.4218449,362.6559758,360.3120041,406.8201919,349.7457909
Etnppl,659.7765948,1067.334205,946.9085958,914.8811795,1187.726876,1016.924132,1219.983314,847.170373,908.0397512,924.1951454,1018.83364,839.8585024,711.5113478,747.8559003,812.7059485,77.76895462,561.3715789,526.7604842,507.7970415,574.2337869
Ext1,1023.036677,951.0139499,903.7393238,965.5161127,959.0580949,951.680924,896.8274285,786.9190318,892.7213674,795.7861791,878.2038345,1068.091802,962.7793413,1096.117194,857.4552992,1137.793619,708.4211253,665.7939206,766.0647528,746.6665955
